No.s    Time            T1      T2      T1-T2   Unit
2246	18:10:50	22.8	----	----	C	
2247	18:11:05	22.9	----	----	C	
2248	18:11:20	22.8	----	----	C	
2249	18:11:35	22.8	----	----	C	
2250	18:11:50	22.8	----	----	C	
2251	18:12:05	22.9	----	----	C	
2252	18:12:20	22.8	----	----	C	
2253	18:12:35	22.8	----	----	C	
2254	18:12:50	22.8	----	----	C	
2255	18:13:05	22.8	----	----	C	
2256	18:13:20	22.8	----	----	C	
2257	18:13:35	22.9	----	----	C	
2258	18:13:50	22.8	----	----	C	
2259	18:14:05	22.8	----	----	C	
2260	18:14:20	22.8	----	----	C	
2261	18:14:35	22.8	----	----	C	
2262	18:14:50	22.8	----	----	C	
2263	18:15:05	22.8	----	----	C	
2264	18:15:20	22.8	----	----	C	
2265	18:15:35	22.8	----	----	C	
2266	18:15:50	22.9	----	----	C	
2267	18:16:05	22.8	----	----	C	
2268	18:16:20	22.8	----	----	C	
2269	18:16:35	22.9	----	----	C	
2270	18:16:50	22.8	----	----	C	
2271	18:17:05	22.8	----	----	C	
2272	18:17:20	22.8	----	----	C	
2273	18:17:35	22.9	----	----	C	
2274	18:17:50	22.8	----	----	C	
2275	18:18:05	22.8	----	----	C	
2276	18:18:20	22.8	----	----	C	
2277	18:18:35	22.8	----	----	C	
2278	18:18:50	22.9	----	----	C	
2279	18:19:05	22.8	----	----	C	
2280	18:19:20	22.9	----	----	C	
2281	18:19:35	22.9	----	----	C	
2282	18:19:50	22.8	----	----	C	
2283	18:20:05	22.8	----	----	C	
2284	18:20:20	22.8	----	----	C	
2285	18:20:35	22.9	----	----	C	
2286	18:20:50	22.9	----	----	C	
2287	18:21:05	22.9	----	----	C	
2288	18:21:20	22.9	----	----	C	
2289	18:21:35	22.9	----	----	C	
2290	18:21:50	22.9	----	----	C	
2291	18:22:05	22.9	----	----	C	
2292	18:22:20	22.9	----	----	C	
2293	18:22:35	22.9	----	----	C	
2294	18:22:50	22.9	----	----	C	
2295	18:23:05	22.9	----	----	C	
2296	18:23:20	22.9	----	----	C	
2297	18:23:35	22.9	----	----	C	
2298	18:23:50	22.9	----	----	C	
2299	18:24:05	22.9	----	----	C	
2300	18:24:20	22.8	----	----	C	
2301	18:24:35	22.8	----	----	C	
2302	18:24:50	22.9	----	----	C	
2303	18:25:05	22.9	----	----	C	
2304	18:25:20	22.9	----	----	C	
2305	18:25:35	22.8	----	----	C	
2306	18:25:50	22.9	----	----	C	
2307	18:26:05	22.9	----	----	C	
2308	18:26:20	22.9	----	----	C	
2309	18:26:35	22.9	----	----	C	
2310	18:26:50	22.9	----	----	C	
2311	18:27:05	22.9	----	----	C	
2312	18:27:20	22.9	----	----	C	
2313	18:27:35	22.9	----	----	C	
2314	18:27:50	22.9	----	----	C	
2315	18:28:05	22.9	----	----	C	
2316	18:28:20	22.9	----	----	C	
2317	18:28:35	22.9	----	----	C	
2318	18:28:50	22.9	----	----	C	
2319	18:29:05	22.9	----	----	C	
2320	18:29:20	22.9	----	----	C	
2321	18:29:35	22.9	----	----	C	
2322	18:29:50	22.9	----	----	C	
2323	18:30:05	22.9	----	----	C	
2324	18:30:20	22.9	----	----	C	
2325	18:30:35	23.0	----	----	C	
2326	18:30:50	22.9	----	----	C	
2327	18:31:05	22.9	----	----	C	
2328	18:31:20	23.0	----	----	C	
2329	18:31:35	22.9	----	----	C	
2330	18:31:50	22.9	----	----	C	
2331	18:32:05	22.9	----	----	C	
2332	18:32:20	22.9	----	----	C	
2333	18:32:35	22.9	----	----	C	
2334	18:32:50	22.9	----	----	C	
2335	18:33:05	23.0	----	----	C	
2336	18:33:20	22.9	----	----	C	
2337	18:33:35	22.9	----	----	C	
2338	18:33:50	22.9	----	----	C	
2339	18:34:05	22.9	----	----	C	
2340	18:34:20	22.9	----	----	C	
2341	18:34:35	22.9	----	----	C	
2342	18:34:50	22.9	----	----	C	
2343	18:35:05	22.9	----	----	C	
2344	18:35:20	22.9	----	----	C	
2345	18:35:35	22.9	----	----	C	
2346	18:35:50	22.9	----	----	C	
2347	18:36:05	22.9	----	----	C	
2348	18:36:20	22.9	----	----	C	
2349	18:36:35	22.9	----	----	C	
2350	18:36:50	23.0	----	----	C	
2351	18:37:05	23.0	----	----	C	
2352	18:37:20	22.9	----	----	C	
2353	18:37:35	22.9	----	----	C	
2354	18:37:50	23.0	----	----	C	
2355	18:38:05	22.9	----	----	C	
2356	18:38:20	22.9	----	----	C	
2357	18:38:35	23.0	----	----	C	
2358	18:38:50	22.9	----	----	C	
2359	18:39:05	23.0	----	----	C	
2360	18:39:20	23.0	----	----	C	
2361	18:39:35	23.0	----	----	C	
2362	18:39:50	23.1	----	----	C	
2363	18:40:05	23.0	----	----	C	
2364	18:40:20	23.0	----	----	C	
2365	18:40:35	23.0	----	----	C	
2366	18:40:50	23.0	----	----	C	
2367	18:41:05	23.0	----	----	C	
2368	18:41:20	23.0	----	----	C	
2369	18:41:35	23.0	----	----	C	
2370	18:41:50	23.0	----	----	C	
2371	18:42:05	23.0	----	----	C	
2372	18:42:20	23.0	----	----	C	
2373	18:42:35	23.0	----	----	C	
2374	18:42:50	23.0	----	----	C	
2375	18:43:05	23.0	----	----	C	
2376	18:43:20	23.0	----	----	C	
2377	18:43:35	22.9	----	----	C	
2378	18:43:50	22.9	----	----	C	
2379	18:44:05	23.0	----	----	C	
2380	18:44:20	23.0	----	----	C	
2381	18:44:35	23.0	----	----	C	
2382	18:44:50	23.1	----	----	C	
2383	18:45:05	23.0	----	----	C	
2384	18:45:20	23.0	----	----	C	
2385	18:45:35	23.0	----	----	C	
2386	18:45:50	22.9	----	----	C	
2387	18:46:05	23.0	----	----	C	
2388	18:46:20	23.0	----	----	C	
2389	18:46:35	23.0	----	----	C	
2390	18:46:50	22.9	----	----	C	
2391	18:47:05	23.0	----	----	C	
2392	18:47:20	23.1	----	----	C	
2393	18:47:35	22.9	----	----	C	
2394	18:47:50	23.1	----	----	C	
2395	18:48:05	22.9	----	----	C	
2396	18:48:20	22.9	----	----	C	
2397	18:48:35	23.0	----	----	C	
2398	18:48:50	23.0	----	----	C	
2399	18:49:05	22.9	----	----	C	
2400	18:49:20	23.1	----	----	C	
2401	18:49:35	23.1	----	----	C	
2402	18:49:50	22.9	----	----	C	
2403	18:50:05	23.1	----	----	C	
2404	18:50:20	23.1	----	----	C	
2405	18:50:35	23.0	----	----	C	
2406	18:50:50	23.0	----	----	C	
2407	18:51:05	23.1	----	----	C	
2408	18:51:20	23.1	----	----	C	
2409	18:51:35	23.1	----	----	C	
2410	18:51:50	23.0	----	----	C	
2411	18:52:05	23.1	----	----	C	
2412	18:52:20	23.0	----	----	C	
2413	18:52:35	23.0	----	----	C	
2414	18:52:50	23.0	----	----	C	
2415	18:53:05	23.0	----	----	C	
2416	18:53:20	23.0	----	----	C	
2417	18:53:35	23.0	----	----	C	
2418	18:53:50	23.0	----	----	C	
2419	18:54:05	23.0	----	----	C	
2420	18:54:20	23.0	----	----	C	
2421	18:54:35	23.0	----	----	C	
2422	18:54:50	23.1	----	----	C	
2423	18:55:05	23.1	----	----	C	
2424	18:55:20	23.1	----	----	C	
2425	18:55:35	23.0	----	----	C	
2426	18:55:50	23.1	----	----	C	
2427	18:56:05	23.1	----	----	C	
2428	18:56:20	23.2	----	----	C	
2429	18:56:35	23.8	----	----	C	
2430	18:56:50	24.6	----	----	C	
2431	18:57:05	25.3	----	----	C	
2432	18:57:20	26.0	----	----	C	
2433	18:57:35	26.5	----	----	C	
2434	18:57:50	26.9	----	----	C	
2435	18:58:05	27.3	----	----	C	
2436	18:58:20	27.7	----	----	C	
2437	18:58:35	28.0	----	----	C	
2438	18:58:50	28.3	----	----	C	
2439	18:59:05	28.4	----	----	C	
2440	18:59:20	28.6	----	----	C	
2441	18:59:35	28.9	----	----	C	
2442	18:59:50	29.0	----	----	C	
2443	19:00:05	29.2	----	----	C	
2444	19:00:20	29.3	----	----	C	
2445	19:00:35	29.5	----	----	C	
2446	19:00:50	29.7	----	----	C	
2447	19:01:05	29.8	----	----	C	
2448	19:01:20	29.9	----	----	C	
2449	19:01:35	30.1	----	----	C	
2450	19:01:50	30.2	----	----	C	
2451	19:02:05	30.3	----	----	C	
2452	19:02:20	30.4	----	----	C	
2453	19:02:35	30.5	----	----	C	
2454	19:02:50	30.7	----	----	C	
2455	19:03:05	30.7	----	----	C	
2456	19:03:20	30.8	----	----	C	
2457	19:03:35	30.9	----	----	C	
2458	19:03:50	31.0	----	----	C	
2459	19:04:05	31.1	----	----	C	
2460	19:04:20	31.2	----	----	C	
2461	19:04:35	31.3	----	----	C	
2462	19:04:50	31.4	----	----	C	
2463	19:05:05	31.4	----	----	C	
2464	19:05:20	31.6	----	----	C	
2465	19:05:35	31.7	----	----	C	
2466	19:05:50	31.7	----	----	C	
2467	19:06:05	31.8	----	----	C	
2468	19:06:20	31.8	----	----	C	
2469	19:06:35	31.9	----	----	C	
2470	19:06:50	32.0	----	----	C	
2471	19:07:05	32.1	----	----	C	
2472	19:07:20	32.1	----	----	C	
2473	19:07:35	32.2	----	----	C	
2474	19:07:50	32.2	----	----	C	
2475	19:08:05	32.3	----	----	C	
2476	19:08:20	32.3	----	----	C	
2477	19:08:35	32.3	----	----	C	
2478	19:08:50	32.4	----	----	C	
2479	19:09:05	32.6	----	----	C	
2480	19:09:20	32.6	----	----	C	
2481	19:09:35	32.6	----	----	C	
2482	19:09:50	32.6	----	----	C	
2483	19:10:05	32.7	----	----	C	
2484	19:10:20	32.8	----	----	C	
2485	19:10:35	32.8	----	----	C	
2486	19:10:50	32.8	----	----	C	
2487	19:11:05	32.9	----	----	C	
2488	19:11:20	32.9	----	----	C	
2489	19:11:35	33.0	----	----	C	
2490	19:11:50	32.9	----	----	C	
2491	19:12:05	33.1	----	----	C	
2492	19:12:20	33.2	----	----	C	
2493	19:12:35	33.2	----	----	C	
2494	19:12:50	33.3	----	----	C	
2495	19:13:05	33.3	----	----	C	
2496	19:13:20	33.3	----	----	C	
2497	19:13:35	33.3	----	----	C	
2498	19:13:50	33.3	----	----	C	
2499	19:14:05	33.5	----	----	C	
2500	19:14:20	33.5	----	----	C	
2501	19:14:35	33.6	----	----	C	
2502	19:14:50	33.6	----	----	C	
2503	19:15:05	33.6	----	----	C	
2504	19:15:20	33.7	----	----	C	
2505	19:15:35	33.7	----	----	C	
2506	19:15:50	33.7	----	----	C	
2507	19:16:05	33.8	----	----	C	
2508	19:16:20	33.8	----	----	C	
2509	19:16:35	33.8	----	----	C	
2510	19:16:50	33.9	----	----	C	
2511	19:17:05	33.9	----	----	C	
2512	19:17:20	33.9	----	----	C	
2513	19:17:35	33.9	----	----	C	
2514	19:17:50	34.0	----	----	C	
2515	19:18:05	34.1	----	----	C	
2516	19:18:20	34.2	----	----	C	
2517	19:18:35	34.2	----	----	C	
2518	19:18:50	34.2	----	----	C	
2519	19:19:05	34.2	----	----	C	
2520	19:19:20	34.2	----	----	C	
2521	19:19:35	34.3	----	----	C	
2522	19:19:50	34.3	----	----	C	
2523	19:20:05	34.3	----	----	C	
2524	19:20:20	34.4	----	----	C	
2525	19:20:35	34.5	----	----	C	
2526	19:20:50	34.5	----	----	C	
2527	19:21:05	34.6	----	----	C	
2528	19:21:20	34.6	----	----	C	
2529	19:21:35	34.6	----	----	C	
2530	19:21:50	34.6	----	----	C	
2531	19:22:05	34.6	----	----	C	
2532	19:22:20	34.6	----	----	C	
2533	19:22:35	34.7	----	----	C	
2534	19:22:50	34.7	----	----	C	
2535	19:23:05	34.8	----	----	C	
2536	19:23:20	34.8	----	----	C	
2537	19:23:35	34.8	----	----	C	
2538	19:23:50	34.8	----	----	C	
2539	19:24:05	34.9	----	----	C	
2540	19:24:20	34.9	----	----	C	
2541	19:24:35	34.9	----	----	C	
2542	19:24:50	34.9	----	----	C	
2543	19:25:05	35.0	----	----	C	
2544	19:25:20	34.9	----	----	C	
2545	19:25:35	34.9	----	----	C	
2546	19:25:50	35.1	----	----	C	
2547	19:26:05	35.1	----	----	C	
2548	19:26:20	35.1	----	----	C	
2549	19:26:35	35.1	----	----	C	
2550	19:26:50	35.2	----	----	C	
2551	19:27:05	35.2	----	----	C	
2552	19:27:20	35.2	----	----	C	
2553	19:27:35	35.2	----	----	C	
2554	19:27:50	35.3	----	----	C	
2555	19:28:05	35.3	----	----	C	
2556	19:28:20	35.3	----	----	C	
2557	19:28:35	35.4	----	----	C	
2558	19:28:50	35.4	----	----	C	
2559	19:29:05	35.4	----	----	C	
2560	19:29:20	35.5	----	----	C	
2561	19:29:35	35.5	----	----	C	
2562	19:29:50	35.5	----	----	C	
2563	19:30:05	35.6	----	----	C	
2564	19:30:20	35.6	----	----	C	
2565	19:30:35	35.6	----	----	C	
2566	19:30:50	35.6	----	----	C	
2567	19:31:05	35.7	----	----	C	
2568	19:31:20	35.8	----	----	C	
2569	19:31:35	35.7	----	----	C	
2570	19:31:50	35.8	----	----	C	
2571	19:32:05	35.8	----	----	C	
2572	19:32:20	35.8	----	----	C	
2573	19:32:35	35.8	----	----	C	
2574	19:32:50	35.8	----	----	C	
2575	19:33:05	35.8	----	----	C	
2576	19:33:20	35.8	----	----	C	
2577	19:33:35	35.8	----	----	C	
2578	19:33:50	35.9	----	----	C	
2579	19:34:05	35.9	----	----	C	
2580	19:34:20	35.9	----	----	C	
2581	19:34:35	35.9	----	----	C	
2582	19:34:50	36.1	----	----	C	
2583	19:35:05	36.0	----	----	C	
2584	19:35:20	36.1	----	----	C	
2585	19:35:35	36.1	----	----	C	
2586	19:35:50	36.1	----	----	C	
2587	19:36:05	36.1	----	----	C	
2588	19:36:20	36.1	----	----	C	
2589	19:36:35	36.1	----	----	C	
2590	19:36:50	36.1	----	----	C	
2591	19:37:05	36.2	----	----	C	
2592	19:37:20	36.2	----	----	C	
2593	19:37:35	36.2	----	----	C	
2594	19:37:50	36.2	----	----	C	
2595	19:38:05	36.2	----	----	C	
2596	19:38:20	36.2	----	----	C	
2597	19:38:35	36.2	----	----	C	
2598	19:38:50	36.3	----	----	C	
2599	19:39:05	36.4	----	----	C	
2600	19:39:20	36.3	----	----	C	
2601	19:39:35	36.4	----	----	C	
2602	19:39:50	36.4	----	----	C	
2603	19:40:05	36.4	----	----	C	
2604	19:40:20	36.4	----	----	C	
2605	19:40:35	36.5	----	----	C	
2606	19:40:50	36.6	----	----	C	
2607	19:41:05	36.5	----	----	C	
2608	19:41:20	36.5	----	----	C	
2609	19:41:35	36.5	----	----	C	
2610	19:41:50	36.6	----	----	C	
2611	19:42:05	36.6	----	----	C	
2612	19:42:20	36.6	----	----	C	
2613	19:42:35	36.6	----	----	C	
2614	19:42:50	36.6	----	----	C	
2615	19:43:05	36.7	----	----	C	
2616	19:43:20	36.7	----	----	C	
2617	19:43:35	36.8	----	----	C	
2618	19:43:50	36.7	----	----	C	
2619	19:44:05	36.8	----	----	C	
2620	19:44:20	36.7	----	----	C	
2621	19:44:35	36.8	----	----	C	
2622	19:44:50	36.7	----	----	C	
2623	19:45:05	36.8	----	----	C	
2624	19:45:20	36.8	----	----	C	
2625	19:45:35	36.8	----	----	C	
2626	19:45:50	36.9	----	----	C	
2627	19:46:05	36.9	----	----	C	
2628	19:46:20	36.8	----	----	C	
2629	19:46:35	36.8	----	----	C	
2630	19:46:50	36.9	----	----	C	
2631	19:47:05	36.9	----	----	C	
2632	19:47:20	36.9	----	----	C	
2633	19:47:35	37.0	----	----	C	
2634	19:47:50	36.9	----	----	C	
2635	19:48:05	37.1	----	----	C	
2636	19:48:20	37.1	----	----	C	
2637	19:48:35	37.1	----	----	C	
2638	19:48:50	37.1	----	----	C	
2639	19:49:05	37.1	----	----	C	
2640	19:49:20	37.1	----	----	C	
2641	19:49:35	37.1	----	----	C	
2642	19:49:50	37.1	----	----	C	
2643	19:50:05	37.2	----	----	C	
2644	19:50:20	37.1	----	----	C	
2645	19:50:35	37.2	----	----	C	
2646	19:50:50	37.2	----	----	C	
2647	19:51:05	37.2	----	----	C	
2648	19:51:20	37.2	----	----	C	
2649	19:51:35	37.2	----	----	C	
2650	19:51:50	37.3	----	----	C	
2651	19:52:05	37.3	----	----	C	
2652	19:52:20	37.3	----	----	C	
2653	19:52:35	37.3	----	----	C	
2654	19:52:50	37.3	----	----	C	
2655	19:53:05	37.3	----	----	C	
2656	19:53:20	37.3	----	----	C	
2657	19:53:35	37.4	----	----	C	
2658	19:53:50	37.4	----	----	C	
2659	19:54:05	37.4	----	----	C	
2660	19:54:20	37.4	----	----	C	
2661	19:54:35	37.4	----	----	C	
2662	19:54:50	37.5	----	----	C	
2663	19:55:05	37.5	----	----	C	
2664	19:55:20	37.5	----	----	C	
2665	19:55:35	37.5	----	----	C	
2666	19:55:50	37.5	----	----	C	
2667	19:56:05	37.6	----	----	C	
2668	19:56:20	37.5	----	----	C	
2669	19:56:35	37.5	----	----	C	
2670	19:56:50	37.6	----	----	C	
2671	19:57:05	37.6	----	----	C	
2672	19:57:20	37.6	----	----	C	
2673	19:57:35	37.6	----	----	C	
2674	19:57:50	37.6	----	----	C	
2675	19:58:05	37.6	----	----	C	
2676	19:58:20	37.7	----	----	C	
2677	19:58:35	37.7	----	----	C	
2678	19:58:50	37.7	----	----	C	
2679	19:59:05	37.7	----	----	C	
2680	19:59:20	37.7	----	----	C	
2681	19:59:35	37.7	----	----	C	
2682	19:59:50	37.7	----	----	C	
2683	20:00:05	37.8	----	----	C	
2684	20:00:20	37.7	----	----	C	
2685	20:00:35	37.8	----	----	C	
2686	20:00:50	37.9	----	----	C	
2687	20:01:05	37.8	----	----	C	
2688	20:01:20	37.8	----	----	C	
2689	20:01:35	37.8	----	----	C	
2690	20:01:50	37.8	----	----	C	
2691	20:02:05	37.8	----	----	C	
2692	20:02:20	37.8	----	----	C	
2693	20:02:35	37.8	----	----	C	
2694	20:02:50	37.8	----	----	C	
2695	20:03:05	37.9	----	----	C	
2696	20:03:20	37.9	----	----	C	
2697	20:03:35	37.9	----	----	C	
2698	20:03:50	37.9	----	----	C	
2699	20:04:05	37.9	----	----	C	
2700	20:04:20	37.9	----	----	C	
2701	20:04:35	37.9	----	----	C	
2702	20:04:50	37.9	----	----	C	
2703	20:05:05	37.9	----	----	C	
2704	20:05:20	37.9	----	----	C	
2705	20:05:35	37.9	----	----	C	
2706	20:05:50	38.0	----	----	C	
2707	20:06:05	38.0	----	----	C	
2708	20:06:20	38.0	----	----	C	
2709	20:06:35	38.0	----	----	C	
2710	20:06:50	38.0	----	----	C	
2711	20:07:05	38.0	----	----	C	
2712	20:07:20	38.1	----	----	C	
2713	20:07:35	38.1	----	----	C	
2714	20:07:50	38.1	----	----	C	
2715	20:08:05	38.1	----	----	C	
2716	20:08:20	38.1	----	----	C	
2717	20:08:35	38.1	----	----	C	
2718	20:08:50	38.1	----	----	C	
2719	20:09:05	38.2	----	----	C	
2720	20:09:20	38.2	----	----	C	
2721	20:09:35	38.2	----	----	C	
2722	20:09:50	38.2	----	----	C	
2723	20:10:05	38.2	----	----	C	
2724	20:10:20	38.2	----	----	C	
2725	20:10:35	38.2	----	----	C	
2726	20:10:50	38.2	----	----	C	
2727	20:11:05	38.3	----	----	C	
2728	20:11:20	38.3	----	----	C	
2729	20:11:35	38.3	----	----	C	
2730	20:11:50	38.3	----	----	C	
2731	20:12:05	38.3	----	----	C	
2732	20:12:20	38.3	----	----	C	
2733	20:12:35	38.3	----	----	C	
2734	20:12:50	38.3	----	----	C	
2735	20:13:05	38.3	----	----	C	
2736	20:13:20	38.3	----	----	C	
2737	20:13:35	38.3	----	----	C	
2738	20:13:50	38.3	----	----	C	
2739	20:14:05	38.3	----	----	C	
2740	20:14:20	38.3	----	----	C	
2741	20:14:35	38.4	----	----	C	
2742	20:14:50	38.3	----	----	C	
2743	20:15:05	38.3	----	----	C	
2744	20:15:20	38.3	----	----	C	
2745	20:15:35	38.4	----	----	C	
2746	20:15:50	38.4	----	----	C	
2747	20:16:05	38.4	----	----	C	
2748	20:16:20	38.4	----	----	C	
2749	20:16:35	38.4	----	----	C	
2750	20:16:50	38.4	----	----	C	
2751	20:17:05	38.4	----	----	C	
2752	20:17:20	38.6	----	----	C	
2753	20:17:35	38.4	----	----	C	
2754	20:17:50	38.6	----	----	C	
2755	20:18:05	38.5	----	----	C	
2756	20:18:20	38.5	----	----	C	
2757	20:18:35	38.6	----	----	C	
2758	20:18:50	38.6	----	----	C	
2759	20:19:05	38.6	----	----	C	
2760	20:19:20	38.6	----	----	C	
2761	20:19:35	38.6	----	----	C	
2762	20:19:50	38.6	----	----	C	
2763	20:20:05	38.6	----	----	C	
2764	20:20:20	38.7	----	----	C	
2765	20:20:35	38.7	----	----	C	
2766	20:20:50	38.7	----	----	C	
2767	20:21:05	38.6	----	----	C	
2768	20:21:20	38.6	----	----	C	
2769	20:21:35	38.7	----	----	C	
2770	20:21:50	38.7	----	----	C	
2771	20:22:05	38.7	----	----	C	
2772	20:22:20	38.7	----	----	C	
2773	20:22:35	38.7	----	----	C	
2774	20:22:50	38.7	----	----	C	
2775	20:23:05	38.7	----	----	C	
2776	20:23:20	38.7	----	----	C	
2777	20:23:35	38.7	----	----	C	
2778	20:23:50	38.7	----	----	C	
2779	20:24:05	38.8	----	----	C	
2780	20:24:20	38.7	----	----	C	
2781	20:24:35	38.7	----	----	C	
2782	20:24:50	38.8	----	----	C	
2783	20:25:05	38.7	----	----	C	
2784	20:25:20	38.7	----	----	C	
2785	20:25:35	38.8	----	----	C	
2786	20:25:50	38.8	----	----	C	
2787	20:26:05	38.8	----	----	C	
2788	20:26:20	38.8	----	----	C	
2789	20:26:35	38.8	----	----	C	
2790	20:26:50	38.8	----	----	C	
2791	20:27:05	38.8	----	----	C	
2792	20:27:20	38.8	----	----	C	
2793	20:27:35	38.8	----	----	C	
2794	20:27:50	38.8	----	----	C	
2795	20:28:05	38.8	----	----	C	
2796	20:28:20	38.8	----	----	C	
2797	20:28:35	38.8	----	----	C	
2798	20:28:50	38.8	----	----	C	
2799	20:29:05	38.8	----	----	C	
2800	20:29:20	38.8	----	----	C	
2801	20:29:35	38.8	----	----	C	
2802	20:29:50	38.9	----	----	C	
2803	20:30:05	38.8	----	----	C	
2804	20:30:20	38.8	----	----	C	
2805	20:30:35	38.9	----	----	C	
2806	20:30:50	38.9	----	----	C	
2807	20:31:05	38.8	----	----	C	
2808	20:31:20	38.9	----	----	C	
2809	20:31:35	38.9	----	----	C	
2810	20:31:50	38.9	----	----	C	
2811	20:32:05	38.9	----	----	C	
2812	20:32:20	38.9	----	----	C	
2813	20:32:35	38.9	----	----	C	
2814	20:32:50	38.9	----	----	C	
2815	20:33:05	39.0	----	----	C	
2816	20:33:20	39.1	----	----	C	
2817	20:33:35	39.0	----	----	C	
2818	20:33:50	39.0	----	----	C	
2819	20:34:05	39.0	----	----	C	
2820	20:34:20	39.0	----	----	C	
2821	20:34:35	39.0	----	----	C	
2822	20:34:50	39.1	----	----	C	
2823	20:35:05	39.1	----	----	C	
2824	20:35:20	39.1	----	----	C	
2825	20:35:35	39.1	----	----	C	
2826	20:35:50	39.1	----	----	C	
2827	20:36:05	39.1	----	----	C	
2828	20:36:20	39.1	----	----	C	
2829	20:36:35	39.1	----	----	C	
2830	20:36:50	39.1	----	----	C	
2831	20:37:05	39.1	----	----	C	
2832	20:37:20	39.1	----	----	C	
2833	20:37:35	39.1	----	----	C	
2834	20:37:50	39.1	----	----	C	
2835	20:38:05	39.2	----	----	C	
2836	20:38:20	39.2	----	----	C	
2837	20:38:35	39.1	----	----	C	
2838	20:38:50	39.1	----	----	C	
2839	20:39:05	39.1	----	----	C	
2840	20:39:20	39.1	----	----	C	
2841	20:39:35	39.1	----	----	C	
2842	20:39:50	39.1	----	----	C	
2843	20:40:05	39.2	----	----	C	
2844	20:40:20	39.2	----	----	C	
2845	20:40:35	39.1	----	----	C	
2846	20:40:50	39.2	----	----	C	
2847	20:41:05	39.2	----	----	C	
2848	20:41:20	39.1	----	----	C	
2849	20:41:35	39.2	----	----	C	
2850	20:41:50	39.2	----	----	C	
2851	20:42:05	39.2	----	----	C	
2852	20:42:20	39.2	----	----	C	
2853	20:42:35	39.2	----	----	C	
2854	20:42:50	39.2	----	----	C	
2855	20:43:05	39.2	----	----	C	
2856	20:43:20	39.2	----	----	C	
2857	20:43:35	39.2	----	----	C	
2858	20:43:50	39.2	----	----	C	
2859	20:44:05	39.2	----	----	C	
2860	20:44:20	39.2	----	----	C	
2861	20:44:35	39.2	----	----	C	
2862	20:44:50	39.3	----	----	C	
2863	20:45:05	39.3	----	----	C	
2864	20:45:20	39.3	----	----	C	
2865	20:45:35	39.2	----	----	C	
2866	20:45:50	39.2	----	----	C	
2867	20:46:05	39.2	----	----	C	
2868	20:46:20	39.2	----	----	C	
2869	20:46:35	39.3	----	----	C	
2870	20:46:50	39.3	----	----	C	
2871	20:47:05	39.3	----	----	C	
2872	20:47:20	39.3	----	----	C	
2873	20:47:35	39.3	----	----	C	
2874	20:47:50	39.3	----	----	C	
2875	20:48:05	39.3	----	----	C	
2876	20:48:20	39.3	----	----	C	
2877	20:48:35	39.3	----	----	C	
2878	20:48:50	39.3	----	----	C	
2879	20:49:05	39.3	----	----	C	
2880	20:49:20	39.3	----	----	C	
2881	20:49:35	39.3	----	----	C	
2882	20:49:50	39.3	----	----	C	
2883	20:50:05	39.3	----	----	C	
2884	20:50:20	39.4	----	----	C	
2885	20:50:35	39.3	----	----	C	
2886	20:50:50	39.4	----	----	C	
2887	20:51:05	39.4	----	----	C	
2888	20:51:20	39.4	----	----	C	
2889	20:51:35	39.4	----	----	C	
2890	20:51:50	39.4	----	----	C	
2891	20:52:05	39.4	----	----	C	
2892	20:52:20	39.4	----	----	C	
2893	20:52:35	39.4	----	----	C	
2894	20:52:50	39.4	----	----	C	
2895	20:53:05	39.5	----	----	C	
2896	20:53:20	39.5	----	----	C	
2897	20:53:35	39.5	----	----	C	
2898	20:53:50	39.5	----	----	C	
2899	20:54:05	39.5	----	----	C	
2900	20:54:20	39.4	----	----	C	
2901	20:54:35	39.4	----	----	C	
2902	20:54:50	39.4	----	----	C	
2903	20:55:05	39.5	----	----	C	
2904	20:55:20	39.5	----	----	C	
2905	20:55:35	39.6	----	----	C	
2906	20:55:50	39.5	----	----	C	
2907	20:56:05	39.5	----	----	C	
2908	20:56:20	39.5	----	----	C	
2909	20:56:35	39.5	----	----	C	
2910	20:56:50	39.6	----	----	C	
2911	20:57:05	39.5	----	----	C	
2912	20:57:20	39.5	----	----	C	
2913	20:57:35	39.6	----	----	C	
2914	20:57:50	39.6	----	----	C	
2915	20:58:05	39.6	----	----	C	
2916	20:58:20	39.6	----	----	C	
2917	20:58:35	39.6	----	----	C	
2918	20:58:50	39.6	----	----	C	
2919	20:59:05	39.6	----	----	C	
2920	20:59:20	39.6	----	----	C	
2921	20:59:35	39.6	----	----	C	
2922	20:59:50	39.6	----	----	C	
2923	21:00:05	39.6	----	----	C	
2924	21:00:20	39.6	----	----	C	
2925	21:00:35	39.6	----	----	C	
2926	21:00:50	39.6	----	----	C	
2927	21:01:05	39.6	----	----	C	
2928	21:01:20	39.6	----	----	C	
2929	21:01:35	39.6	----	----	C	
2930	21:01:50	39.6	----	----	C	
2931	21:02:05	39.6	----	----	C	
2932	21:02:20	39.6	----	----	C	
2933	21:02:35	39.6	----	----	C	
2934	21:02:50	39.6	----	----	C	
2935	21:03:05	39.6	----	----	C	
2936	21:03:20	39.6	----	----	C	
2937	21:03:35	39.6	----	----	C	
2938	21:03:50	39.6	----	----	C	
2939	21:04:05	39.6	----	----	C	
2940	21:04:20	39.7	----	----	C	
2941	21:04:35	39.7	----	----	C	
2942	21:04:50	39.7	----	----	C	
2943	21:05:05	39.7	----	----	C	
